date,opponent,result
2025-09-10,MohammedTorab,1
2025-09-09,Bakter11,1
2025-09-09,andrewqss,0
2025-09-08,Razruschitel08,0
2025-09-08,Kamkabi,1
2025-09-08,letyu_fly,0
2025-09-06,Khschulte,1
2025-09-05,deerdragon,0
2025-09-05,abhiraj_d,1
2025-09-04,pawanpunetha,1
2025-09-04,ivanklugge,1
2025-09-04,moshin4786,1
2025-09-03,DEANSOFFICIAL,1
2025-09-02,Alishta,0
2025-09-01,Oliver_24109,0.5
2025-09-01,rohallah62,0
2025-09-01,jean_gas,0
2025-09-01,Vyacheslav26,1
2025-09-01,Littlechessgirl2018,0
2025-08-28,nasser111111,1
2025-08-28,Mamayka1993,0
2025-08-26,zweeeuro,1
2025-08-19,muneko,1
2025-08-19,Viktor195511,0
2025-08-18,olik13,0
2025-08-16,Djaylad,1
2025-08-12,TXUSETTE,1
2025-08-12,beli_look,0
2025-08-12,hagmo,0
2025-08-12,BEZYJMBLA,1
2025-08-10,Ahmed_Hosny82,1
2025-08-10,Ivan1970,1
2025-08-09,hussenlippa,1
2025-08-08,nurdreiminuten,1
2025-08-05,dannyking31,1
2025-08-05,rationalkashif,0
2025-08-05,Saman1983,0
2025-08-04,Vladimir045,1
2025-08-04,Yudek,0
2025-08-04,Artrix002,0
2025-08-03,ahmed145647588454664,0
2025-08-03,The-real-Boyka,0
2025-08-03,helenkruglova,0
2025-08-03,Rolf_Bayer,1
2025-08-02,Maxacademic,1
2025-08-01,dagallo,0
2025-07-31,olliderorangutan,1
2025-07-30,popol5454,0
2025-07-30,Eirik86,1
2025-07-29,Kkenaadam,0
2025-07-28,sqclix,1
2025-07-28,Maadinho7,0
2025-07-28,kolekoko,0
2025-07-27,Bentoumi,1
2025-07-27,ChinaPX9,1
2025-07-26,Manjinela,1
2025-07-26,xSalar,0
2025-07-26,kunayanakletos,0
2025-07-26,SamOoche,0
2025-07-25,paimas,1
2025-07-25,SpiritualPunk,1
2025-07-24,rubytuesday,1
2025-07-24,AliSLH_NJD,0
2025-07-24,Coulax,0
2025-07-24,Schindler_Jack,0
2025-07-24,actual_knight_gaming,0
2025-07-24,bmarce,0
2025-07-24,F_u_b_a_r,0
2025-07-23,vaeh88,1
2025-07-23,MikeKlg,1
2025-07-23,Dmitrj19,0
2025-07-23,RJRJRJRJRJRJRJ,0
2025-07-23,Al-dr61,1
2025-07-22,muhammedsinca123,1
2025-07-21,B_1453,0
2025-07-21,andremoniy,0.5
2025-07-21,Lau666,0
2025-07-20,Haqdad,1
2025-07-19,tentakl666,1
2025-07-19,captain-hr,0.5
2025-07-18,Captainliony,1
2025-07-18,lena_yarian,1
2025-07-18,robertmonk,1
2025-07-17,kopke0403,1
2025-07-17,sergyy,1
2025-07-17,sergyy,0
2025-07-17,ahmedomardraz,1
2025-07-17,uhnju,1
2025-07-17,Andreas_R,0
2025-07-17,Kulturbanause,0
2025-07-17,Kitpack,1
2025-07-16,Tronious,1
2025-07-16,midress85,0
2025-07-15,MarceloJaques,0.5
2025-07-15,Timubu,1
2025-07-15,FKjem,1
2025-07-15,juan99ajedrez,1
2025-07-15,Santuten,1
2025-07-14,ClementTheCat,1
2025-07-14,dany0567,1
2025-07-14,venkison,1
2025-07-14,Konstantin_cherkas,1
2025-07-14,Standesu,0
2025-07-12,Geva99,1
2025-07-11,Ercan_ozturk,0
2025-07-11,Alirezahovize,0
2025-07-10,HuguesDr56,1
2025-07-10,snageswararao1969,1
2025-07-10,osamash8,1
2025-07-10,Aj-Ak47,0
2025-07-09,Sigulm,1
2025-07-09,Youcefbkd,0.5
2025-07-09,fuad1972,0
2025-07-09,tbazzi,0.5
2025-07-09,chanhiuying,0
2025-07-09,mehrikhb,0
2025-07-07,BM1964,1
2025-07-07,zerotelent,0
2025-07-07,JaumeA,1
2025-07-06,dhirar39,1
2025-07-06,Basri53,0
2025-07-06,back153,0
2025-07-06,geckone,1
2025-07-06,qruzo,1
2025-07-03,hitujunnar,1
2025-07-02,GFDCHSS,1
2025-07-02,Moneer0,0
2025-07-02,Glauceste,1
2025-07-02,ASIMHOCA,0
2025-07-02,Andalose,1
2025-06-30,Hannes374,1
2025-06-29,abarai1,1
2025-06-29,Viktor195511,0
2025-06-29,Gideom,0
2025-06-29,Ebegarko,1
2025-06-29,REGN4R,0.5
2025-06-29,chess_challenger,0
2025-06-28,LluisMM,0
2025-06-28,bostonluvstrump,0
2025-06-28,norazmir,0.5
2025-06-28,georgii_reva,0
2025-06-28,Stott,0
2025-06-28,m94m94,0
2025-06-28,jpl25658,0
2025-06-26,alejandro_mo,1
2025-06-24,Emara762,0
2025-06-24,likgp,0
2025-06-24,ian_semeru,0
2025-06-24,mesen60,0
2025-06-24,hrishikeshc,0
2025-06-24,litchoad,0
2025-06-24,dnew1976,0
2025-06-23,whiskyrum,1
2025-06-22,mariuszka75,0
2025-06-22,emricw,1
2025-06-22,Braydenb04,1
2025-06-20,dilipkumarpd,1
2025-06-20,Oleg155,0
2025-06-20,JYusup,1
2025-06-20,Nazar_Po,0
2025-06-20,LuisMSB,0
2025-06-20,Tarik3,0
2025-06-20,AlexanderLebedev87,0
2025-06-20,eisbecher85,0
2025-06-19,TReexChess,1
2025-06-19,Dellari98,0
2025-06-19,Lazerahawk,0
2025-06-19,bibbidibobbidib00,0
2025-06-19,Alessandrolobos,0
2025-06-17,Salaa777,1
2025-06-16,Kurdo20,1
2025-06-16,Ezigenhej,0
2025-06-13,MadnessCarlsberg,1
2025-06-12,OMARRACHID573,1
2025-06-12,youmaria,1
2025-06-12,Emzen,1
2025-06-11,elchin1986,1
2025-06-11,Frantwo,0
2025-06-11,MathieuvanAs,0
2025-06-10,crapulilla,0
2025-06-10,pieroso,0
2025-06-10,matyolu,1
2025-06-10,thomas64500,1
2025-06-10,Dboy2020,0
2025-06-10,Alizamani682,0
2025-06-10,JackSkyHero,0
2025-06-10,ChessRV999,0
2025-06-10,thevarathoma,0
2025-06-06,arunnerforever,0.5
2025-06-06,raco57300,1
2025-06-06,wowor,0
2025-06-06,Turgut_Eren_Aksu,1
2025-06-05,w123whykolaveri,1
2025-06-05,MANPU,0
2025-06-05,Haso89,1
2025-06-05,Halejomagno1980,0.5
2025-06-05,VasileCa,0
2025-06-04,smart2778,1
2025-06-03,marijotablet,1
2025-06-03,magnuslostchild,0
2025-06-02,AlphaKnecht,1
2025-06-02,harshsam1003,0
2025-06-02,AlbertoR27,0
2025-06-01,munesh0409,1
2025-06-01,charly_ichiban,0
2025-06-01,smile_baby,0
2025-06-01,martinvela,0
2025-06-01,unsal4246,1
2025-05-30,youssef0014,0
2025-05-30,Chazz2000,0
2025-05-30,guma_no3,1
2025-05-30,sugianto1234,1
2025-05-30,Jucaech,0
2025-05-29,yaserfergan,1
2025-05-29,yaserfergan,0
2025-05-29,cltnechess,0
2025-05-29,Clam3nce,0
2025-05-29,Sergey4404,1
2025-05-28,JONSON111,0
2025-05-28,Kash397,1
2025-05-26,brownbreath,0
2025-05-26,maxcreation,1
2025-05-26,maxcreation,1
2025-05-26,Bayes777,1
2025-05-22,stevexyz,1
2025-05-21,LuigiMC,1
2025-05-21,sneekynyc,1
2025-05-21,Artrix002,0
2025-05-21,auricelioalveschess,1
2025-05-21,GaronnaChess,0
2025-05-21,Sadrollah_Aram,1
2025-05-19,jolugrimo,1
2025-05-16,HengkyRahmanda,1
2025-05-14,Camba2002,1
2025-05-14,Juancbr651107,0
2025-05-14,Poptats,1
2025-05-14,vladimiravanesov,1
2025-05-14,wish_nett,1
2025-05-13,Romanovich2019,1
2025-05-13,MefI_one,0
2025-05-13,ayerh,1
2025-05-10,gyorihitman,1
2025-05-10,DileepRKakarla,0
2025-05-08,kuozhijia,1
2025-05-08,Cleidivan,0
2025-05-05,adel19731973,1
2025-05-03,aravisha,1
2025-05-03,prayhard,1
2025-05-03,ehsannmaster,0
2025-05-03,remchess04,0
2025-05-03,Mohasin1987,1
2025-05-03,soorajp,1
2025-05-01,Tereza9393,0
2025-04-30,M_sergey_1975,0
2025-04-30,Zhores09,0.5
2025-04-30,erkanyigiter,0
2025-04-30,Dewa_Sai,0
2025-04-28,flow110,1
2025-04-28,BJK1903Q7,0
2025-04-28,Stelios_mpegle,0
2025-04-26,mirko-merletti,1
2025-04-26,mirko-merletti,0
2025-04-26,jamiroj,0
2025-04-26,Metallix,1
2025-04-25,nature_prophet,1
2025-04-25,hari2023,1
2025-04-24,plyzh,0
2025-04-24,Lacolix,0
2025-04-24,M_sergey_1975,1
2025-04-24,Jollyjojo,0
2025-04-24,Volodymyrovych,0
2025-04-24,GamonMaster,1
2025-04-24,GamonMaster,0
2025-04-16,Andrey1984fefilov,1
2025-04-16,Acropora,0
2025-04-15,garviv,1
2025-04-15,BERVANGER,0
2025-04-14,sotoli,1
2025-04-14,weaksquare199,0
2025-04-14,i-Babai,0
2025-04-14,Bollentitsche,0
2025-04-14,slavabrod,0.5
2025-04-14,sunkyyaki,1
2025-04-14,Shiva_Shankar,0.5
2025-04-13,geniarus,1
2025-04-13,DaNickS,1
2025-04-13,anatoligordeeff,0
2025-04-13,walkish,0
2025-04-13,sepehrniam,1
2025-04-11,tlgts,1
2025-04-11,tuanbui123456,1
2025-04-11,ZoeZorgWao,0
2025-04-10,Filip01851,1
2025-04-10,JD-Wolfpack,0
2025-04-10,salamandra-1983,0
2025-04-10,Sarmatbek,0.5
2025-04-10,Gabriska8,0
2025-04-10,ArunSampath,0
2025-04-09,Netzmafia,0
2025-04-09,Metallix,1
2025-04-08,makenz1e,1
2025-04-08,jacc0,0
2025-04-07,KaungKhantNaing,1
2025-04-07,jargos,1
2025-04-07,IftikarA,1
2025-04-07,matros22,0.5
2025-04-07,TanTscars,0
2025-04-05,sayyed3123,1
2025-04-05,Class_Sinners,0
2025-04-05,venel60,0
2025-04-05,kanat539,0
2025-04-04,Onyedika1801,1
2025-04-04,fofantjulpan,1
2025-04-04,Cyara-Asani,1
2025-04-03,tomatilloverde,0
2025-04-02,CTT-FiscHer,1
2025-04-02,Japterr,1
2025-04-02,Daggmate,0
2025-04-02,hyergun,1
2025-04-02,Tree2002,0
2025-04-02,shahpc,0
2025-04-02,iKamo54,0
2025-04-02,Ghoulbreeze,0
2025-04-01,harish_drago,1
2025-03-30,bigFatSmoker,0
2025-03-30,alprns28,0
2025-03-30,alprns28,0
2025-03-30,Mixxail,0
2025-03-30,jamust1,0
2025-03-30,Trivel,1
2025-03-30,paparucho38,0
2025-03-30,kassimold,0
2025-03-28,asskar,1
2025-03-28,kangelafire,0
2025-03-28,sant1234,0
2025-03-28,USAmedic10,1
2025-03-27,ArtBrain,0
2025-03-27,gautam2911,1
2025-03-26,extermom,1
2025-03-25,AsterixE,1
2025-03-24,Jesus0541541,0
2025-03-24,ja9xn97a,0
2025-03-24,casalarga97,0
2025-03-23,BJLuis,0
2025-03-23,farnaamsamadi,0
2025-03-23,Alireza_Iran_2028,1
2025-03-22,Tortik55,0
2025-03-22,krivbass1973,0
2025-03-22,Sevik83,0
2025-03-22,max_deutch,0
2025-03-18,lankonuj,1
2025-03-18,lankonuj,0
2025-03-17,soltt,1
2025-03-17,dmitryzayets,0
2025-03-16,Araby64,1
2025-03-16,Zoolander1980,0
